Identifier,Location,Year,Habitat,count,Family,Species,length,a,b,abundance.500m2,biomass.kgha,mass.g,FG.fine,FG.coarse,lat,lon,Management,Island,state
30070,Cousin Granitic,2008,Granitic,12,Lutjanidae,Lutjanus gibbus,21,0.0153,3.091,3.25,12.14,187.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30071,Cousin Granitic,2008,Granitic,12,Lutjanidae,Lutjanus gibbus,21,0.0153,3.091,3.25,12.14,187.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30072,Cousin Granitic,2008,Granitic,12,Lutjanidae,Lutjanus gibbus,21,0.0153,3.091,3.25,12.14,187.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30073,Cousin Granitic,2008,Granitic,12,Lutjanidae,Lutjanus gibbus,21,0.0153,3.091,3.25,12.14,187.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30074,Cousin Granitic,2008,Granitic,12,Lutjanidae,Lutjanus gibbus,21,0.0153,3.091,3.25,12.14,187.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30075,Cousin Granitic,2008,Granitic,12,Lutjanidae,Lutjanus gibbus,21,0.0153,3.091,3.25,12.14,187.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30076,Cousin Granitic,2008,Granitic,12,Lutjanidae,Lutjanus gibbus,21,0.0153,3.091,3.25,12.14,187.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30077,Cousin Granitic,2008,Granitic,12,Lutjanidae,Lutjanus gibbus,21,0.0153,3.091,3.25,12.14,187.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30078,Cousin Granitic,2008,Granitic,12,Lutjanidae,Lutjanus gibbus,21,0.0153,3.091,3.25,12.14,187.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30079,Cousin Granitic,2008,Granitic,12,Lutjanidae,Lutjanus gibbus,21,0.0153,3.091,3.25,12.14,187.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30080,Cousin Granitic,2008,Granitic,12,Lutjanidae,Lutjanus gibbus,21,0.0153,3.091,3.25,12.14,187.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30081,Cousin Granitic,2008,Granitic,12,Lutjanidae,Lutjanus gibbus,21,0.0153,3.091,3.25,12.14,187.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30082,Cousin Granitic,2008,Granitic,12,Lutjanidae,Lutjanus gibbus,21,0.0153,3.091,3.25,12.14,187.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30787,Cousin Granitic,2008,Granitic,12,Mullidae,Parupeneus macronemus,17,0.0052,3.381,3.25,4.88,75.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
30788,Cousin Granitic,2008,Granitic,12,Mullidae,Parupeneus macronemus,12,0.0052,3.381,3.25,1.50,23.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
31088,Cousin Granitic,2008,Granitic,12,Nemipteridae,Scolopsis frenatus,16,0.03744,2.846125,3.25,6.50,100.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
32224,Cousin Granitic,2008,Granitic,12,Pomacentridae,Chromis weberi,9,0.0391,3,3.25,1.85,29.0,Planktivore,Planktivore,-4.328438,55.66162,Protected,Cousin,Shifted
34158,Cousin Granitic,2008,Granitic,12,Scaridae,Chlorurus atrilunula,13,0.0182,3.15,3.25,3.82,59.0,Herbivore Excavator,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
34362,Cousin Granitic,2008,Granitic,12,Scaridae,Chlorurus sordidus,29,0.0182,3.15,3.25,47.78,736.0,Herbivore Excavator,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
35103,Cousin Granitic,2008,Granitic,12,Scaridae,Scarus caudofasciatus,20,0.0136,3.109,3.25,9.80,151.0,Herbivore Scraper,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
35413,Cousin Granitic,2008,Granitic,12,Scaridae,Scarus globiceps,35,0.0169,3.049,3.25,56.03,862.0,Herbivore Scraper,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
35698,Cousin Granitic,2008,Granitic,12,Scaridae,Scarus prasiognathos,19,0.0142,3.14,3.25,9.55,147.0,Herbivore Scraper,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
36237,Cousin Granitic,2008,Granitic,12,Scaridae,Scarus rubroviolaceus,50,0.0136,3.109,3.25,169.16,2604.0,Herbivore Scraper,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
36734,Cousin Granitic,2008,Granitic,12,Siganidae,Siganus argenteus,21,0.0131,3.088,3.25,10.30,159.0,Herbivore Browser,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
36735,Cousin Granitic,2008,Granitic,12,Siganidae,Siganus argenteus,19,0.0131,3.088,3.25,7.56,116.0,Herbivore Browser,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
25403,Cousin Granitic,2008,Granitic,13,Acanthuridae,Acanthurus tennentii,28,0.0261,3.024,3.25,40.32,621.0,Herbivore Grazer,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
25404,Cousin Granitic,2008,Granitic,13,Acanthuridae,Acanthurus tennentii,25,0.0261,3.024,3.25,28.62,441.0,Herbivore Grazer,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
25533,Cousin Granitic,2008,Granitic,13,Acanthuridae,Acanthurus triostegus,14,0.1317,2.392,3.25,4.72,73.0,Herbivore Grazer,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
25534,Cousin Granitic,2008,Granitic,13,Acanthuridae,Acanthurus triostegus,15,0.1317,2.392,3.25,5.56,86.0,Herbivore Grazer,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
25624,Cousin Granitic,2008,Granitic,13,Acanthuridae,Ctenochaetus striatus,14,0.0254,3.027,3.25,4.86,75.0,Herbivore Grazer,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
25856,Cousin Granitic,2008,Granitic,13,Acanthuridae,Ctenochaetus truncatus,16,0.0254,3.027,3.25,7.28,112.0,Herbivore Grazer,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
26119,Cousin Granitic,2008,Granitic,13,Acanthuridae,Zebrasoma scopas,14,0.04,2.867,3.25,5.02,77.0,Herbivore Grazer,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
27199,Cousin Granitic,2008,Granitic,13,Labridae,Cheilinus trilobatus,17,0.021,2.972,3.25,6.19,95.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
28068,Cousin Granitic,2008,Granitic,13,Labridae,Halichoeres marginatus,11,0.0215,3,3.25,1.86,29.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
28281,Cousin Granitic,2008,Granitic,13,Labridae,Hemigymnus fasciatus,14,0.0289,3,3.25,5.15,79.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
28752,Cousin Granitic,2008,Granitic,13,Labridae,Stethojulis albovittata,12,0.0128,3.077,3.25,1.74,27.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
28922,Cousin Granitic,2008,Granitic,13,Labridae,Thalassoma hebraicum,15,0.0183,2.862,3.25,2.76,43.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
29486,Cousin Granitic,2008,Granitic,13,Lethrinidae,Lethrinus nebulosus,25,0.0204,2.975,3.25,19.11,294.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30083,Cousin Granitic,2008,Granitic,13,Lutjanidae,Lutjanus gibbus,19,0.0153,3.091,3.25,8.91,137.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30084,Cousin Granitic,2008,Granitic,13,Lutjanidae,Lutjanus gibbus,19,0.0153,3.091,3.25,8.91,137.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30085,Cousin Granitic,2008,Granitic,13,Lutjanidae,Lutjanus gibbus,19,0.0153,3.091,3.25,8.91,137.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30789,Cousin Granitic,2008,Granitic,13,Mullidae,Parupeneus macronemus,12,0.0052,3.381,3.25,1.50,23.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
30790,Cousin Granitic,2008,Granitic,13,Mullidae,Parupeneus macronemus,13,0.0052,3.381,3.25,1.97,30.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
30791,Cousin Granitic,2008,Granitic,13,Mullidae,Parupeneus macronemus,8,0.0052,3.381,3.25,0.38,6.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
30792,Cousin Granitic,2008,Granitic,13,Mullidae,Parupeneus macronemus,9,0.0052,3.381,3.25,0.57,9.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
30793,Cousin Granitic,2008,Granitic,13,Mullidae,Parupeneus macronemus,9,0.0052,3.381,3.25,0.57,9.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
30794,Cousin Granitic,2008,Granitic,13,Mullidae,Parupeneus macronemus,9,0.0052,3.381,3.25,0.57,9.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
30795,Cousin Granitic,2008,Granitic,13,Mullidae,Parupeneus macronemus,9,0.0052,3.381,3.25,0.57,9.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
31089,Cousin Granitic,2008,Granitic,13,Nemipteridae,Scolopsis frenatus,22,0.03744,2.846125,3.25,16.10,248.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
31090,Cousin Granitic,2008,Granitic,13,Nemipteridae,Scolopsis frenatus,17,0.03744,2.846125,3.25,7.73,119.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
35699,Cousin Granitic,2008,Granitic,13,Scaridae,Scarus prasiognathos,12,0.0142,3.14,3.25,2.26,35.0,Herbivore Scraper,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
35700,Cousin Granitic,2008,Granitic,13,Scaridae,Scarus prasiognathos,12,0.0142,3.14,3.25,2.26,35.0,Herbivore Scraper,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
35701,Cousin Granitic,2008,Granitic,13,Scaridae,Scarus prasiognathos,13,0.0142,3.14,3.25,2.90,45.0,Herbivore Scraper,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
35702,Cousin Granitic,2008,Granitic,13,Scaridae,Scarus prasiognathos,36,0.0142,3.14,3.25,71.08,1094.0,Herbivore Scraper,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
36085,Cousin Granitic,2008,Granitic,13,Scaridae,Scarus psittacus,30,0.0222,2.982,3.25,36.63,564.0,Herbivore Scraper,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
36086,Cousin Granitic,2008,Granitic,13,Scaridae,Scarus psittacus,12,0.0222,2.982,3.25,2.38,37.0,Herbivore Scraper,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
36087,Cousin Granitic,2008,Granitic,13,Scaridae,Scarus psittacus,14,0.0222,2.982,3.25,3.77,58.0,Herbivore Scraper,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
36088,Cousin Granitic,2008,Granitic,13,Scaridae,Scarus psittacus,12,0.0222,2.982,3.25,2.38,37.0,Herbivore Scraper,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
36652,Cousin Granitic,2008,Granitic,13,Serranidae,Epinephelus fasciatus,13,0.0229,2.877,3.25,2.38,37.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
37396,Cousin Granitic,2008,Granitic,13,Zanclidae,Zanclus cornutus,9,0.0172,3.171,3.25,1.19,18.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
24918,Cousin Granitic,2008,Granitic,14,Acanthuridae,Acanthurus nigrofuscus,14,0.0301,2.967,3.25,4.92,76.0,Herbivore Grazer,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
25535,Cousin Granitic,2008,Granitic,14,Acanthuridae,Acanthurus triostegus,14,0.1317,2.392,3.25,4.72,73.0,Herbivore Grazer,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
27200,Cousin Granitic,2008,Granitic,14,Labridae,Cheilinus trilobatus,24,0.021,2.972,3.25,17.25,266.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
28069,Cousin Granitic,2008,Granitic,14,Labridae,Halichoeres marginatus,14,0.0215,3,3.25,3.83,59.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
28070,Cousin Granitic,2008,Granitic,14,Labridae,Halichoeres marginatus,15,0.0215,3,3.25,4.71,73.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
28753,Cousin Granitic,2008,Granitic,14,Labridae,Stethojulis albovittata,11,0.0128,3.077,3.25,1.33,20.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
28754,Cousin Granitic,2008,Granitic,14,Labridae,Stethojulis albovittata,11,0.0128,3.077,3.25,1.33,20.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
29487,Cousin Granitic,2008,Granitic,14,Lethrinidae,Lethrinus nebulosus,22,0.0204,2.975,3.25,13.06,201.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30086,Cousin Granitic,2008,Granitic,14,Lutjanidae,Lutjanus gibbus,20,0.0153,3.091,3.25,10.44,161.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30087,Cousin Granitic,2008,Granitic,14,Lutjanidae,Lutjanus gibbus,20,0.0153,3.091,3.25,10.44,161.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30088,Cousin Granitic,2008,Granitic,14,Lutjanidae,Lutjanus gibbus,20,0.0153,3.091,3.25,10.44,161.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30089,Cousin Granitic,2008,Granitic,14,Lutjanidae,Lutjanus gibbus,20,0.0153,3.091,3.25,10.44,161.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30090,Cousin Granitic,2008,Granitic,14,Lutjanidae,Lutjanus gibbus,20,0.0153,3.091,3.25,10.44,161.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30091,Cousin Granitic,2008,Granitic,14,Lutjanidae,Lutjanus gibbus,20,0.0153,3.091,3.25,10.44,161.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30092,Cousin Granitic,2008,Granitic,14,Lutjanidae,Lutjanus gibbus,20,0.0153,3.091,3.25,10.44,161.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30093,Cousin Granitic,2008,Granitic,14,Lutjanidae,Lutjanus gibbus,20,0.0153,3.091,3.25,10.44,161.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30094,Cousin Granitic,2008,Granitic,14,Lutjanidae,Lutjanus gibbus,20,0.0153,3.091,3.25,10.44,161.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
30095,Cousin Granitic,2008,Granitic,14,Lutjanidae,Lutjanus gibbus,20,0.0153,3.091,3.25,10.44,161.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
31091,Cousin Granitic,2008,Granitic,14,Nemipteridae,Scolopsis frenatus,17,0.03744,2.846125,3.25,7.73,119.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
31092,Cousin Granitic,2008,Granitic,14,Nemipteridae,Scolopsis frenatus,16,0.03744,2.846125,3.25,6.50,100.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
31818,Cousin Granitic,2008,Granitic,14,Pomacanthidae,Pomacanthus semicirculatus,8,0.0286,3,3.25,0.95,15.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
31819,Cousin Granitic,2008,Granitic,14,Pomacanthidae,Pomacanthus semicirculatus,12,0.0286,3,3.25,3.21,49.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
36711,Cousin Granitic,2008,Granitic,14,Serranidae,Epinephelus spilotoceps,14,0.0236,2.824,3.25,2.64,41.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
37112,Cousin Granitic,2008,Granitic,14,Siganidae,Siganus sutor,12,0.0131,3.088,3.25,1.83,28.0,Herbivore Browser,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
37113,Cousin Granitic,2008,Granitic,14,Siganidae,Siganus sutor,14,0.0131,3.088,3.25,2.95,45.0,Herbivore Browser,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
37114,Cousin Granitic,2008,Granitic,14,Siganidae,Siganus sutor,9,0.0131,3.088,3.25,0.75,12.0,Herbivore Browser,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
37115,Cousin Granitic,2008,Granitic,14,Siganidae,Siganus sutor,9,0.0131,3.088,3.25,0.75,12.0,Herbivore Browser,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
37116,Cousin Granitic,2008,Granitic,14,Siganidae,Siganus sutor,9,0.0131,3.088,3.25,0.75,12.0,Herbivore Browser,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
37117,Cousin Granitic,2008,Granitic,14,Siganidae,Siganus sutor,9,0.0131,3.088,3.25,0.75,12.0,Herbivore Browser,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
37118,Cousin Granitic,2008,Granitic,14,Siganidae,Siganus sutor,9,0.0131,3.088,3.25,0.75,12.0,Herbivore Browser,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
37119,Cousin Granitic,2008,Granitic,14,Siganidae,Siganus sutor,9,0.0131,3.088,3.25,0.75,12.0,Herbivore Browser,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
24919,Cousin Granitic,2008,Granitic,15,Acanthuridae,Acanthurus nigrofuscus,15,0.0301,2.967,3.25,6.04,93.0,Herbivore Grazer,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
25405,Cousin Granitic,2008,Granitic,15,Acanthuridae,Acanthurus tennentii,11,0.0261,3.024,3.25,2.39,37.0,Herbivore Grazer,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
25536,Cousin Granitic,2008,Granitic,15,Acanthuridae,Acanthurus triostegus,15,0.1317,2.392,3.25,5.56,86.0,Herbivore Grazer,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
27460,Cousin Granitic,2008,Granitic,15,Labridae,Coris formosa,27,0.0172,3,3.25,21.99,339.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
28071,Cousin Granitic,2008,Granitic,15,Labridae,Halichoeres marginatus,11,0.0215,3,3.25,1.86,29.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
28072,Cousin Granitic,2008,Granitic,15,Labridae,Halichoeres marginatus,12,0.0215,3,3.25,2.41,37.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
28282,Cousin Granitic,2008,Granitic,15,Labridae,Hemigymnus fasciatus,14,0.0289,3,3.25,5.15,79.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
28551,Cousin Granitic,2008,Granitic,15,Labridae,Labroides dimidiatus,8,0.0076,3.105,3.25,0.31,5.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
28719,Cousin Granitic,2008,Granitic,15,Labridae,Novaculichthys taeniourus,9,0.013,2.91,3.25,0.51,8.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
28755,Cousin Granitic,2008,Granitic,15,Labridae,Stethojulis albovittata,11,0.0128,3.077,3.25,1.33,20.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
29488,Cousin Granitic,2008,Granitic,15,Lethrinidae,Lethrinus nebulosus,15,0.0204,2.975,3.25,4.18,64.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
29489,Cousin Granitic,2008,Granitic,15,Lethrinidae,Lethrinus nebulosus,13,0.0204,2.975,3.25,2.73,42.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
29717,Cousin Granitic,2008,Granitic,15,Lethrinidae,Monotaxis grandoculis,15,0.0239,3.011,3.25,5.40,83.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
29718,Cousin Granitic,2008,Granitic,15,Lethrinidae,Monotaxis grandoculis,15,0.0239,3.011,3.25,5.40,83.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
30796,Cousin Granitic,2008,Granitic,15,Mullidae,Parupeneus macronemus,14,0.0052,3.381,3.25,2.53,39.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
30797,Cousin Granitic,2008,Granitic,15,Mullidae,Parupeneus macronemus,11,0.0052,3.381,3.25,1.12,17.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
30798,Cousin Granitic,2008,Granitic,15,Mullidae,Parupeneus macronemus,11,0.0052,3.381,3.25,1.12,17.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
30799,Cousin Granitic,2008,Granitic,15,Mullidae,Parupeneus macronemus,8,0.0052,3.381,3.25,0.38,6.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
31050,Cousin Granitic,2008,Granitic,15,Mullidae,Parupeneus rubescens,18,0.0114,3.01,3.25,4.45,68.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
31093,Cousin Granitic,2008,Granitic,15,Nemipteridae,Scolopsis frenatus,16,0.03744,2.846125,3.25,6.50,100.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
31094,Cousin Granitic,2008,Granitic,15,Nemipteridae,Scolopsis frenatus,17,0.03744,2.846125,3.25,7.73,119.0,Invertivore,Invertivore,-4.328438,55.66162,Protected,Cousin,Shifted
32225,Cousin Granitic,2008,Granitic,15,Pomacentridae,Chromis weberi,8,0.0391,3,3.25,1.30,20.0,Planktivore,Planktivore,-4.328438,55.66162,Protected,Cousin,Shifted
32226,Cousin Granitic,2008,Granitic,15,Pomacentridae,Chromis weberi,9,0.0391,3,3.25,1.85,29.0,Planktivore,Planktivore,-4.328438,55.66162,Protected,Cousin,Shifted
34363,Cousin Granitic,2008,Granitic,15,Scaridae,Chlorurus sordidus,13,0.0182,3.15,3.25,3.82,59.0,Herbivore Excavator,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
35703,Cousin Granitic,2008,Granitic,15,Scaridae,Scarus prasiognathos,14,0.0142,3.14,3.25,3.66,56.0,Herbivore Scraper,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
35704,Cousin Granitic,2008,Granitic,15,Scaridae,Scarus prasiognathos,14,0.0142,3.14,3.25,3.66,56.0,Herbivore Scraper,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
36089,Cousin Granitic,2008,Granitic,15,Scaridae,Scarus psittacus,18,0.0222,2.982,3.25,7.98,123.0,Herbivore Scraper,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
36090,Cousin Granitic,2008,Granitic,15,Scaridae,Scarus psittacus,11,0.0222,2.982,3.25,1.84,28.0,Herbivore Scraper,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
36091,Cousin Granitic,2008,Granitic,15,Scaridae,Scarus psittacus,13,0.0222,2.982,3.25,3.03,47.0,Herbivore Scraper,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
36512,Cousin Granitic,2008,Granitic,15,Serranidae,Aethaloperca rogaa,16,0.0396,2.761,3.25,5.43,84.0,Invertivore & Piscivore,Mixed-diet Feeder,-4.328438,55.66162,Protected,Cousin,Shifted
37120,Cousin Granitic,2008,Granitic,15,Siganidae,Siganus sutor,8,0.0131,3.088,3.25,0.52,8.0,Herbivore Browser,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
37121,Cousin Granitic,2008,Granitic,15,Siganidae,Siganus sutor,8,0.0131,3.088,3.25,0.52,8.0,Herbivore Browser,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
37122,Cousin Granitic,2008,Granitic,15,Siganidae,Siganus sutor,8,0.0131,3.088,3.25,0.52,8.0,Herbivore Browser,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
37123,Cousin Granitic,2008,Granitic,15,Siganidae,Siganus sutor,8,0.0131,3.088,3.25,0.52,8.0,Herbivore Browser,Herbivore,-4.328438,55.66162,Protected,Cousin,Shifted
